timestamp,order_id,market_ticker,side,count,price,edge,p_true,book_odds,market_type,total_line,team,event_ticker
2026-02-06T20:08:29.230475,e6d31c3c-04de-40f6-9c60-d2178d92fe62,KXNCAAMBGAME-26FEB07WASHUCLA-UCLA,NO,2,0.26,0.02169,0.28169,240.0,MONEYLINE,,ucla,KXNCAAMBGAME-26FEB07WASHUCLA
2026-02-06T20:30:58.535329,6b0d9f63-2c36-47f4-8598-7c59c3e59b09,KXNCAAMBTOTAL-26FEB07CORCLMB-172,YES,1,0.48,0.02,0.5,-110.0,TOTAL,172.5,cornell at columbia total 172.5 OVER,KXNCAAMBTOTAL-26FEB07CORCLMB
2026-02-06T20:32:17.292942,6056e138-a57a-4ae3-8c72-8dd7b4b1fe71,KXNCAAMBGAME-26FEB07KSUTCU-TCU,YES,2,0.8,0.01886,0.81886,-580.0,MONEYLINE,,tcu,KXNCAAMBGAME-26FEB07KSUTCU
2026-02-06T20:36:13.918965,40046ed1-3fa8-46b5-85cb-20d8e725bd41,KXNCAAMBGAME-26FEB07KSUTCU-KSU,YES,2,0.17,0.021176,0.191176,400.0,MONEYLINE,,kansas state,KXNCAAMBGAME-26FEB07KSUTCU
2026-02-06T20:47:23.588325,6290e67f-e1d4-49ad-a579-3ca41ab2f903,KXNCAAMBGAME-26FEB07MOSULIB-LIB,YES,1,0.8,0.016017,0.816017,-580.0,MONEYLINE,,liberty,KXNCAAMBGAME-26FEB07MOSULIB
2026-02-06T20:48:42.272028,ee1866c4-c261-4d66-9e2e-f59c5e0fc0ba,KXNCAAMBGAME-26FEB07UCIUCSB-UCI,NO,1,0.52,0.016284,0.536284,-128.0,MONEYLINE,,uc irvine,KXNCAAMBGAME-26FEB07UCIUCSB
2026-02-06T20:51:19.223394,451349e3-2392-4eb9-af8c-5ab732e2a066,KXNCAAMBGAME-26FEB07UCIUCSB-UCI,NO,1,0.52,0.016284,0.536284,-128.0,MONEYLINE,,uc irvine,KXNCAAMBGAME-26FEB07UCIUCSB
2026-02-06T20:53:57.869720,9b1f97f5-53f2-4ed4-a49b-1526667485f2,KXNCAAMBGAME-26FEB07UCIUCSB-UCI,NO,1,0.52,0.016284,0.536284,-128.0,MONEYLINE,,uc irvine,KXNCAAMBGAME-26FEB07UCIUCSB
2026-02-06T20:56:36.075780,e00b0eec-f6c1-4778-9edd-823c17c36831,KXNCAAMBGAME-26FEB07UCIUCSB-UCI,NO,1,0.52,0.016284,0.536284,-128.0,MONEYLINE,,uc irvine,KXNCAAMBGAME-26FEB07UCIUCSB
2026-02-06T20:57:55.762817,eec292eb-fafc-47c3-b712-9c91a9a267fe,KXNCAAMBGAME-26FEB07SMUPITT-SMU,NO,2,0.33,0.026976,0.356976,168.0,MONEYLINE,,smu,KXNCAAMBGAME-26FEB07SMUPITT
2026-02-06T21:05:11.027471,1ed7c4c3-ec0d-43b1-89ff-0755963782e1,KXNCAAMBTOTAL-26FEB07CLEMCAL-136,YES,4,0.46,0.050834,0.510834,-115.0,TOTAL,135.5,clemson at california total 135.5 OVER,KXNCAAMBTOTAL-26FEB07CLEMCAL
